et,xt,side,entry,exit,R,reason,year,atr_pct,oi_z
2025-05-29 00:00:00,2025-05-29 08:00:00,1,107722.50266,106645.2776334,-0.010800000000000044,fibstop,2025,0.01647761468502632,-0.0996657260570849
2025-05-30 08:00:00,2025-05-30 16:00:00,1,105322.3374,104269.11402600001,-0.010912409999999949,fibstop,2025,0.01713452250897001,-2.2222491556602324
2025-05-31 08:00:00,2025-06-03 00:00:00,1,104271.66374,105210.18000000001,0.007950883659754191,fibstop,2025,0.01668391776586398,-0.6479907273330779
2025-06-03 16:00:00,2025-06-08 08:00:00,-1,105423.42736000002,105380.5,-0.0002801100510959103,fibstop,2025,0.01512463180529853,3.846977220752133
2025-06-10 00:00:00,2025-06-17 08:00:00,-1,109482.2459,106711.0,0.02526452581601458,fibstop,2025,0.014540193143945675,1.3234454405312597
2025-06-18 00:00:00,2025-06-18 16:00:00,1,104761.06,103713.4494,-0.010819430000000015,fibstop,2025,0.01598873922375871,-1.0520216607690505
2025-06-20 16:00:00,2025-06-23 16:00:00,-1,103339.77428000001,104373.17202280002,-0.010510920000000071,fibstop,2025,0.015870950226346922,0.4094972351640892
2025-06-24 00:00:00,2025-06-24 16:00:00,-1,105125.07724000001,106176.32801240002,-0.010770900000000019,fibstop,2025,0.021368710087638826,-2.5920922051831248
2025-06-25 16:00:00,2025-06-26 16:00:00,-1,107573.42082,107259.9,0.0021635621983918567,fibstop,2025,0.01707026783577914,0.7694508653996407
2025-06-27 16:00:00,2025-07-01 00:00:00,1,106953.75808,107087.3,7.400492922272873e-05,fibstop,2025,0.014682120050726956,-1.8513089958676303
2025-07-02 08:00:00,2025-07-04 08:00:00,1,108584.34734000002,107498.50386660002,-0.01102821000000004,fibstop,2025,0.012170329132719121,-0.2608050631591248
2025-07-05 00:00:00,2025-07-08 16:00:00,1,107904.3504,108217.0,0.0017768098317631894,fibstop,2025,0.011277635978963283,-1.8620008191496251
2025-07-10 00:00:00,2025-07-10 16:00:00,-1,111322.42192,112435.64613919999,-0.010614769999999999,fibstop,2025,0.010890252265968956,2.174521861190087
2025-07-11 16:00:00,2025-07-13 08:00:00,-1,117837.59431999999,119015.9702632,-0.010300000000000123,fibstop,2025,0.015631517315734617,0.7465315643382258
2025-07-13 16:00:00,2025-07-14 00:00:00,-1,119398.59700000001,120592.58297,-0.010619489999999957,fibstop,2025,0.012984081077858797,2.359499409413351
2025-07-14 08:00:00,2025-07-17 08:00:00,-1,120330.56000000001,118293.8,0.017026373483178318,fibstop,2025,0.01643111499904548,2.5686563107057903
2025-07-18 00:00:00,2025-07-21 16:00:00,-1,119511.63796000001,118304.2,0.010403099418686904,fibstop,2025,0.016579711370250837,0.9120743189783156
2025-07-22 08:00:00,2025-07-23 08:00:00,1,118786.44536000001,117598.5809064,-0.011100000000000021,fibstop,2025,0.015852910446046194,-0.0430757948926821
2025-07-24 08:00:00,2025-07-25 00:00:00,1,118978.55294000001,117788.7674106,-0.011099999999999999,fibstop,2025,0.015395628145223508,-1.173933152883285
2025-07-28 08:00:00,2025-07-31 16:00:00,-1,118304.05418000002,118259.4,0.000534392660515541,fibstop,2025,0.011612370263980156,0.800418559403879
2025-08-02 00:00:00,2025-08-02 16:00:00,1,113736.14999999998,112598.78849999998,-0.01090140999999999,fibstop,2025,0.014916642472536695,-0.7670396105654947
2025-08-03 08:00:00,2025-08-06 00:00:00,1,113696.73599999999,114069.6,0.0020614908985082388,fibstop,2025,0.013698023138541385,-0.6881726221693323
2025-08-07 00:00:00,2025-08-07 08:00:00,-1,114841.99892,115990.4189092,-0.010751570000000042,fibstop,2025,0.012226387640841486,0.2091827085101783
2025-08-08 08:00:00,2025-08-09 08:00:00,-1,116309.27636,117472.3691236,-0.010523759999999998,fibstop,2025,0.012768031006322095,-0.8072472908264957
2025-08-09 16:00:00,2025-08-10 00:00:00,-1,116578.63442000002,117744.42076420001,-0.010748489999999946,fibstop,2025,0.010997276527823896,1.142194354114372
2025-08-11 08:00:00,2025-08-13 08:00:00,-1,120561.30744,121766.9205144,-0.010363459999999986,fibstop,2025,0.01401942887463523,2.163704341581116
2025-08-14 08:00:00,2025-08-18 00:00:00,-1,118537.61808,117353.9,0.009959872028697282,fibstop,2025,0.019029873040054244,0.4363890861367655
2025-08-18 16:00:00,2025-08-19 00:00:00,1,116067.38180000002,114906.70798200002,-0.010924329999999939,fibstop,2025,0.013167915475986839,-0.8256535215973736
2025-08-20 16:00:00,2025-08-21 08:00:00,1,114036.56772,112896.20204280001,-0.01088899999999997,fibstop,2025,0.01412958700028371,-1.948621612503039
2025-08-23 00:00:00,2025-08-28 00:00:00,-1,115769.89999999998,111194.9,0.03994379398207118,fibstop,2025,0.01564457989816841,-0.3461059835913699
2025-08-28 16:00:00,2025-08-31 16:00:00,-1,112507.3,108758.2,0.03297651102979103,fibstop,2025,0.016666299322317557,0.0328860292087645
2025-09-01 16:00:00,2025-09-02 00:00:00,-1,109266.20102,110358.8630302,-0.010680910000000026,fibstop,2025,0.01504223704257351,-0.3574135048784649
2025-09-02 16:00:00,2025-09-03 08:00:00,-1,111321.19964,112434.41163640001,-0.010728770000000033,fibstop,2025,0.0160439406206786,2.2418248440316373
2025-09-04 00:00:00,2025-09-04 16:00:00,-1,110573.99317999999,111679.73311179999,-0.010658659999999941,fibstop,2025,0.01514400856307095,0.8930987415100503
2025-09-05 16:00:00,2025-09-08 08:00:00,-1,110734.71087999998,111842.05798879999,-0.01039297000000007,fibstop,2025,0.017374209571428274,-0.1055034278740039
2025-09-08 16:00:00,2025-09-09 00:00:00,-1,112101.31744000001,113222.33061440001,-0.010762009999999971,fibstop,2025,0.011536679190652401,2.4400792616985165
2025-09-09 08:00:00,2025-09-10 00:00:00,-1,110929.7072,112039.004272,-0.010641950000000018,fibstop,2025,0.01340416799699546,0.7515581149567472
2025-09-10 16:00:00,2025-09-11 16:00:00,-1,114027.27426000002,115167.54700260003,-0.010698740000000055,fibstop,2025,0.012958603155624816,2.750214059823245
