et,xt,side,entry,exit,R,mae,fund,reason,x_int,year,y
2023-12-11 07:00:00,2023-12-13 01:00:00,1,41887.48832,41091.125439081785,-0.020231041130475722,-0.039610594632091656,0.0006190900000000166,fibstop,41091.125439081785,2023,2023
2023-12-13 08:00:00,2023-12-15 09:00:00,1,41335.43498,42657.37165801945,0.030754702883729605,-0.008673792356932317,0.0006260100000000171,fibstop,42657.37165801945,2023,2023
2023-12-23 06:00:00,2023-12-24 03:00:00,1,43702.81388,43858.063876830856,0.002601742764205138,-0.004334134651377283,0.00035066000000000264,fibstop,43858.063876830856,2023,2023
2023-12-25 00:00:00,2023-12-26 04:00:00,1,43212.540400000005,43312.78990394038,0.0008069269271791491,-0.010578882791163183,0.0009129900000000024,fibstop,43312.78990394038,2023,2023
2023-12-26 18:00:00,2023-12-29 09:00:00,1,42310.822199999995,42392.33245905502,-0.001713546395257673,-0.010577014974669818,0.003040009999999989,fibstop,42392.33245905502,2023,2023
2023-12-29 23:00:00,2023-12-31 17:00:00,1,42072.736079999995,42173.92414521909,-0.0002997254874536825,-0.012424580113022094,0.002104799999999997,fibstop,42173.92414521909,2023,2023
2024-01-10 01:00:00,2024-01-11 12:00:00,1,45658.125680000005,46106.21799531958,0.008814075997339008,-0.02993170787557402,0.00040000000000001146,fibstop,46106.21799531958,2024,2024
2024-01-15 21:00:00,2024-01-16 18:00:00,-1,42968.3775,43117.54490070486,-0.0037715623298751845,-0.011208766260722728,-0.0003000000000000086,fibstop,43117.54490070486,2024,2024
2024-01-17 01:00:00,2024-01-18 12:00:00,-1,42699.2466,42758.40223627583,-0.0015854023428093509,-0.011680613587219627,-0.00040000000000001146,fibstop,42758.40223627583,2024,2024
2024-01-24 15:00:00,2024-01-26 02:00:00,-1,39847.35864,40118.40827540643,-0.0069021983051680185,-0.011359381787118662,-0.0005000000000000143,fibstop,40118.40827540643,2024,2024
2024-01-28 10:00:00,2024-01-29 14:00:00,-1,42419.255399999995,43127.8,-0.01701195193141793,-0.005062432095401785,-0.00029142000000000057,flip,43127.8,2024,2024
2024-02-17 20:00:00,2024-02-18 10:00:00,1,51241.7819,51949.09740464824,0.012878041573118674,-0.0012447244735648384,0.0003254500000000049,fibstop,51949.09740464824,2024,2024
2024-02-26 14:00:00,2024-03-01 02:00:00,1,54459.751500000006,61199.52529076513,0.11799991923194963,-0.059160231386659996,0.00515705000000001,fibstop,61199.52529076513,2024,2024
2024-03-03 10:00:00,2024-03-05 04:00:00,1,62814.761300000006,65919.25686014062,0.046232205669296256,-0.018264198991710653,0.0025908200000000076,fibstop,65919.25686014062,2024,2024
2024-03-06 01:00:00,2024-03-09 13:00:00,1,66458.4028,68141.49659952724,0.020721662862659602,-0.05460713238808071,0.004003859999999984,fibstop,68141.49659952724,2024,2024
2024-03-11 07:00:00,2024-03-14 05:00:00,1,71496.70587999998,72764.81220485299,0.012636889947451848,-0.040515235553114974,0.004499680000000006,fibstop,72764.81220485299,2024,2024
2024-03-17 10:00:00,2024-03-18 21:00:00,1,67792.54496000001,67139.41873057217,-0.011262189567794066,-0.019855353723543315,0.0010280000000000011,fibstop,67139.41873057217,2024,2024
2024-03-20 08:00:00,2024-03-21 12:00:00,1,64019.31464,66643.09431747433,0.039803238790970974,-0.0306409815698708,0.0005809500000000106,fibstop,66643.09431747433,2024,2024
2024-03-22 23:00:00,2024-03-26 11:00:00,1,64030.20127333333,70617.21785346876,0.10044702854326637,-0.015820679198071175,0.001826559999999991,fibstop,70617.21785346876,2024,2024
2024-03-27 22:00:00,2024-03-31 03:00:00,1,69677.41791999999,69869.38503441696,-0.0006049363567258437,-0.010568961106531095,0.002760020000000002,fibstop,69869.38503441696,2024,2024
2024-04-03 01:00:00,2024-04-03 15:00:00,1,65975.4323,66500.44327326097,0.007257673863714427,-0.012876494634200358,0.00010000000000000286,fibstop,66500.44327326097,2024,2024
2024-04-09 18:00:00,2024-04-11 19:00:00,1,69045.47263999999,70018.80743729637,0.012614201144688739,-0.02171427875969705,0.0008828100000000116,fibstop,70018.80743729637,2024,2024
2024-04-12 23:00:00,2024-04-13 13:00:00,1,67190.18011999999,64779.1,-0.03668441221163365,-0.02136592158907855,0.00020000000000000573,flip,64779.1,2024,2024
2024-04-15 14:00:00,2024-04-16 11:00:00,-1,63303.93856,62849.37419200916,0.006835444873797697,-0.041920953109177206,-0.00025478000000001,fibstop,62849.37419200916,2024,2024
2024-04-17 08:00:00,2024-04-18 19:00:00,-1,61350.291619999996,63307.75949837967,-0.03234522522136709,-0.04481980944820167,-0.00016118999999999162,fibstop,63307.75949837967,2024,2024
2024-04-23 04:00:00,2024-04-25 12:00:00,-1,66413.9214,64443.21901710182,0.029363111517427962,-0.010325826054896835,-0.0002900799999999981,fibstop,64443.21901710182,2024,2024
2024-04-28 10:00:00,2024-04-29 14:00:00,-1,63735.80568,62320.40591697421,0.021715273811144742,-0.003735644626435101,-0.00010798000000000751,fibstop,62320.40591697421,2024,2024
2024-04-30 04:00:00,2024-05-01 22:00:00,-1,61846.42971999999,58192.38935196084,0.05896249872322216,-0.029829859029088194,-0.00048002000000001155,fibstop,58192.38935196084,2024,2024
2024-05-06 14:00:00,2024-05-08 08:00:00,-1,63547.59162,62771.70389440893,0.011958183593009484,-0.013290958138123659,-0.00034863000000000255,fibstop,62771.70389440893,2024,2024
2024-05-12 17:00:00,2024-05-15 01:00:00,-1,61506.7208,61976.291915613336,-0.007615688388263224,-0.031431999216579874,-0.0006187800000000132,fibstop,61976.291915613336,2024,2024
2024-05-20 00:00:00,2024-05-22 01:00:00,1,66316.22252,69457.11562849623,0.04630688457902877,-0.00461761102130996,0.0004554800000000081,fibstop,69457.11562849623,2024,2024
2024-05-22 22:00:00,2024-05-24 02:00:00,1,69489.5576,67476.7888286521,-0.02996505375575878,-0.04796343098318983,0.00040000000000001146,fibstop,67476.7888286521,2024,2024
2024-06-07 02:00:00,2024-06-07 16:00:00,1,71110.7585,68717.34949124184,-0.0344591410794369,-0.006226322280052691,0.0002016599999999924,fibstop,68717.34949124184,2024,2024
2024-06-12 22:00:00,2024-06-14 23:00:00,-1,67446.3232,66269.70619963232,0.017445235626538606,-0.017219275193936713,-0.0005999999999999339,fibstop,66269.70619963232,2024,2024
2024-06-17 21:00:00,2024-06-19 08:00:00,-1,65540.40908,65307.70583963552,0.003332890789034788,-0.0176469896394489,-0.0003823599999999705,fibstop,65307.70583963552,2024,2024
2024-06-26 08:00:00,2024-06-27 12:00:00,-1,61824.96474,61287.466204379176,0.008393875328214624,-0.002174449440696897,-0.00029999999999996696,fibstop,61287.466204379176,2024,2024
2024-06-27 19:00:00,2024-06-28 09:00:00,-1,62113.27617999999,61488.395104601426,0.009660346415920866,-0.0014606188174182786,-0.00019999999999997797,fibstop,61488.395104601426,2024,2024
2024-07-07 03:00:00,2024-07-08 07:00:00,-1,57861.1895,56846.959699301085,0.01720772179992754,-0.008302810643047671,-0.00027904999999997515,fibstop,56846.959699301085,2024,2024
2024-07-14 10:00:00,2024-07-15 00:00:00,-1,60191.37474,62838.9,-0.044455806962727405,-0.020285718099549793,-0.00012931999999998833,flip,62838.9,2024,2024
2024-07-19 02:00:00,2024-07-21 03:00:00,1,63698.828160000005,66575.58861517004,0.04451553545835679,-0.005140254058953211,4.636999999999003e-05,fibstop,66575.58861517004,2024,2024
2024-07-22 00:00:00,2024-07-23 04:00:00,1,67326.17822,67425.65372825557,0.0007432060403507602,-0.011697949309204021,0.0001343099999999986,fibstop,67425.65372825557,2024,2024
2024-07-24 01:00:00,2024-07-25 12:00:00,1,65959.52992,63960.10087710342,-0.03131296683468814,-0.032740226054054945,0.00039999999999995595,fibstop,63960.10087710342,2024,2024
2024-08-07 15:00:00,2024-08-08 19:00:00,-1,55649.0434,60100.966872000005,-0.08049889000000003,-0.07530509679884263,-0.00010111000000001535,fibstop,60100.966872000005,2024,2024
2024-08-11 10:00:00,2024-08-12 14:00:00,-1,60374.51788,58918.22105092475,0.0236318610694226,-0.01440313149544937,-0.00011081000000001673,fibstop,58918.22105092475,2024,2024
2024-08-13 18:00:00,2024-08-16 16:00:00,-1,60866.74199999999,58381.639581567826,0.039873596276222625,-0.01598505140952026,0.0003549800000000325,fibstop,58381.639581567826,2024,2024
2024-08-21 22:00:00,2024-08-23 02:00:00,-1,60914.090659999994,60769.226067275216,0.0016633686965081566,-0.009203278484925885,0.00011480999999999297,fibstop,60769.226067275216,2024,2024
2024-08-29 19:00:00,2024-08-30 16:00:00,-1,59287.852060000005,59203.98676841876,0.0008889542728532408,-0.010576330870705466,-7.441000000002473e-05,fibstop,59203.98676841876,2024,2024
2024-09-12 05:00:00,2024-09-13 09:00:00,-1,58118.43588,59623.5,-0.026540840778300077,-0.008399471056102366,4.434000000000382e-05,flip,59623.5,2024,2024
2024-09-16 21:00:00,2024-09-20 02:00:00,1,58035.19999999999,62909.95254879961,0.08297613056351355,-0.007910716254962357,0.0004203499999999305,fibstop,62909.95254879961,2024,2024
2024-09-20 23:00:00,2024-09-21 13:00:00,1,62835.88302,63050.30239184345,0.0026659914275679016,-0.001936521206541708,0.0001463800000000015,fibstop,63050.30239184345,2024,2024
2024-09-23 00:00:00,2024-09-24 04:00:00,1,63603.28774,62997.11915160506,-0.010220379979881235,-0.016805542260164903,8.99200000000211e-05,fibstop,62997.11915160506,2024,2024
2024-09-26 05:00:00,2024-09-28 20:00:00,1,64309.331360000004,65470.353689826065,0.016949594838469195,-0.01516158447584893,0.0005041199999999413,fibstop,65470.353689826065,2024,2024
2024-10-04 23:00:00,2024-10-06 03:00:00,-1,62188.77774,61980.72548913248,0.0027547450945867857,-0.0024959850577697218,-9.249999999960679e-06,fibstop,61980.72548913248,2024,2024
2024-10-07 07:00:00,2024-10-07 21:00:00,-1,63551.568999999996,63000.259631787274,0.008087242244687482,-0.01410871539615334,-1.2249999999991434e-05,fibstop,63000.259631787274,2024,2024
2024-10-17 19:00:00,2024-10-18 16:00:00,1,68027.18000000001,68243.5588337798,0.0022807703006326426,-0.018737804506963357,0.00029999999999996696,fibstop,68243.5588337798,2024,2024
2024-10-23 22:00:00,2024-10-25 09:00:00,1,67234.29522,67607.1217902629,0.004445184478292853,-0.013424625290509633,0.0004999999999999449,fibstop,67607.1217902629,2024,2024
2024-10-26 06:00:00,2024-10-30 15:00:00,1,66919.31218,71970.38143501298,0.07362335359925574,-0.0031577159584606114,0.0012566399999998923,fibstop,71970.38143501298,2024,2024
2024-11-01 09:00:00,2024-11-02 20:00:00,1,69240.18576000001,69218.33109197117,-0.0013156356065333408,-0.006032418246938099,0.00039999999999995595,fibstop,69218.33109197117,2024,2024
2024-11-03 17:00:00,2024-11-07 12:00:00,1,68579.82604,74626.91360641063,0.08647589538479727,-0.025806802702703385,0.0010999999999998789,fibstop,74626.91360641063,2024,2024
2024-11-15 02:00:00,2024-11-16 13:00:00,1,88056.79625999999,90270.75059589905,0.024132574826650925,-0.010740752561646607,0.000409769999999976,fibstop,90270.75059589905,2024,2024
2024-11-18 00:00:00,2024-11-18 21:00:00,1,92118.94924,90860.91429187781,-0.014834315887634801,-0.029275727331342233,0.0005776799999999971,fibstop,90860.91429187781,2024,2024
2024-11-24 03:00:00,2024-11-25 00:00:00,1,97937.99690000001,97032.18061254118,-0.010452984963041333,-0.021604453500927247,0.000604109999999991,fibstop,97032.18061254118,2024,2024
2024-11-27 01:00:00,2024-11-28 05:00:00,1,93412.20156,95441.42643179158,0.020755388470811875,-0.016372610156475564,0.000367949999999978,fibstop,95441.42643179158,2024,2024
2024-12-18 08:00:00,2024-12-19 12:00:00,1,103830.84472,100311.24083166292,-0.034797479095237734,-0.04899165304604481,0.00029999999999996696,fibstop,100311.24083166292,2024,2024
2024-12-20 16:00:00,2024-12-22 10:00:00,1,96946.73052,96393.90887728351,-0.0068143837374924875,-0.016018389807169686,0.0005120599999999531,fibstop,96393.90887728351,2024,2024
2024-12-23 07:00:00,2024-12-23 14:00:00,1,94710.30682,93177.3,-0.01688627234429219,0.0007738669893584435,9.999999999998899e-05,flip,93177.3,2024,2024
2025-01-03 23:00:00,2025-01-05 03:00:00,-1,98306.00660000001,98427.39040575712,-0.0015497847210519601,-0.00462732050393334,-0.00028496999999996775,fibstop,98427.39040575712,2025,2025
2025-01-08 22:00:00,2025-01-09 05:00:00,1,94070.19426,93414.4,-0.007671328858824965,-0.00706806513189825,9.999999999998899e-05,flip,93414.4,2025,2025
2025-01-10 23:00:00,2025-01-12 17:00:00,-1,94459.70498,95020.61843104764,-0.006266034104520578,-0.010420263542093534,-0.00027209000000003036,fibstop,95020.61843104764,2025,2025
2025-01-13 07:00:00,2025-01-14 04:00:00,-1,91156.93796000001,96114.78341080429,-0.05480932094229844,-0.045010968246875824,-0.0001786999999999761,fibstop,96114.78341080429,2025,2025
2025-01-16 05:00:00,2025-01-16 19:00:00,-1,99458.16540000001,101636.2,-0.022377342371905654,-0.008705515495060472,-0.00012165999999999566,flip,101636.2,2025,2025
2025-01-20 07:00:00,2025-01-22 01:00:00,1,107690.7294,105837.47344274433,-0.018409057525945745,-0.07051237782776128,0.0005999999999999339,fibstop,105837.47344274433,2025,2025
2025-02-04 04:00:00,2025-02-04 18:00:00,-1,99074.97558000001,99424.9441583684,-0.0040229809854013115,-0.016768355583984183,-0.00010938000000002002,fibstop,99424.9441583684,2025,2025
2025-02-09 10:00:00,2025-02-10 21:00:00,-1,96457.55298,97966.71629423741,-0.016033140157776116,-0.019391400281404972,-0.00021273999999998905,fibstop,97966.71629423741,2025,2025
2025-03-01 06:00:00,2025-03-02 03:00:00,-1,84957.39921999999,85760.27079956692,-0.010130884341777733,-0.017567637353576727,8.059999999998624e-05,fibstop,85760.27079956692,2025,2025
2025-03-05 15:00:00,2025-03-07 09:00:00,-1,90602.09473999999,89288.04717823818,0.014099960890710287,-0.024041444806003582,-0.0001964600000000094,fibstop,89288.04717823818,2025,2025
2025-03-12 15:00:00,2025-03-14 02:00:00,-1,83282.15380000001,82218.65399894356,0.012320720266264329,-0.012306912744612413,-0.00015087999999999213,fibstop,82218.65399894356,2025,2025
2025-03-26 22:00:00,2025-03-28 02:00:00,1,87396.09041999998,87053.54298260444,-0.004584202390451945,-0.01912660408453977,6.471999999999034e-05,fibstop,87053.54298260444,2025,2025
2025-03-29 20:00:00,2025-03-31 00:00:00,1,83067.9606,81973.62872175594,-0.013853924575252616,-0.018858782479848332,7.9990000000002e-05,fibstop,81973.62872175594,2025,2025
2025-03-31 07:00:00,2025-04-02 08:00:00,1,82240.71800000001,84261.45014015489,0.02377882477403373,-0.012046563114879517,0.00019212000000001783,fibstop,84261.45014015489,2025,2025
2025-04-13 03:00:00,2025-04-14 00:00:00,-1,85212.8321,84118.32502095628,0.012506232705540857,-0.005717072041782312,-0.0002618400000000132,fibstop,84118.32502095628,2025,2025
2025-04-14 21:00:00,2025-04-16 15:00:00,-1,85433.14689999999,85356.91084794083,0.000449957464952871,-0.01182038982108486,-0.00015761000000000247,fibstop,85356.91084794083,2025,2025
2025-04-24 12:00:00,2025-04-27 03:00:00,1,93230.11218,93958.14559809181,0.007360424337432511,-0.009114138770523597,-0.0001514300000000357,fibstop,93958.14559809181,2025,2025
2025-04-27 17:00:00,2025-04-28 07:00:00,1,93631.76438000001,94205.6691427605,0.005525651055250899,-0.009951370522277963,3.7300000000073386e-06,fibstop,94205.6691427605,2025,2025
2025-05-03 13:00:00,2025-05-04 17:00:00,1,96251.41836000001,95285.57721451718,-0.010693175328381823,-0.01121041516462923,5.860999999998673e-05,fibstop,95285.57721451718,2025,2025
2025-05-12 21:00:00,2025-05-13 11:00:00,1,101528.85806,102792.19938504105,0.011674704770019221,-0.0012691766898810983,0.00016846999999997614,fibstop,102792.19938504105,2025,2025
2025-05-25 17:00:00,2025-05-26 21:00:00,1,108795.30249999999,109530.36308380688,0.005885233252052082,-0.0160990636521277,0.00027112999999998055,fibstop,109530.36308380688,2025,2025
2025-05-30 02:00:00,2025-05-31 20:00:00,1,104947.93740000001,103890.87343144104,-0.010992130067872441,-0.018255121991563827,0.00031986000000000514,fibstop,103890.87343144104,2025,2025
2025-06-15 03:00:00,2025-06-16 00:00:00,1,104693.01091999999,105019.11819504928,0.0024174505947358827,-0.0027997181227691443,9.744000000000419e-05,fibstop,105019.11819504928,2025,2025
2025-06-26 05:00:00,2025-06-27 09:00:00,-1,107570.75430000002,107008.8171254666,0.004706514300060365,-0.0052453448306812225,-8.26300000000002e-05,fibstop,107008.8171254666,2025,2025
2025-07-06 17:00:00,2025-07-09 01:00:00,1,109065.22636000002,108311.47597006941,-0.007734995598087163,-0.015268169475974624,0.00022399000000000724,fibstop,108311.47597006941,2025,2025
2025-07-15 18:00:00,2025-07-18 09:00:00,1,117890.41613999999,117813.45588823626,-0.002052811774557831,-0.015611244749653039,0.0007999999999999119,fibstop,117813.45588823626,2025,2025
2025-07-30 22:00:00,2025-07-31 19:00:00,1,118351.4072,114614.55260643586,-0.032431170353250445,-0.009822504248179377,0.0002569399999999833,fibstop,114614.55260643586,2025,2025
2025-08-04 21:00:00,2025-08-06 22:00:00,-1,114327.7784,115020.66311756226,-0.006228420641062735,-0.011776854399192993,-0.00043209000000002384,fibstop,115020.66311756226,2025,2025
2025-08-07 12:00:00,2025-08-08 09:00:00,-1,116628.08588000001,117108.17281769679,-0.004612322154379868,-0.008263139300696115,-0.00010407000000001165,fibstop,117108.17281769679,2025,2025
2025-08-09 13:00:00,2025-08-10 17:00:00,-1,116656.43441999999,119255.3,-0.022527944572206596,-0.020895251874611595,-0.0003499999999999892,flip,119255.3,2025,2025
2025-08-21 05:00:00,2025-08-22 09:00:00,-1,113172.97088,116777.41431286656,-0.032124307762441566,-0.007077035389035116,-0.0003246699999999991,fibstop,116777.41431286656,2025,2025
2025-08-28 19:00:00,2025-08-29 16:00:00,-1,111568.15741999999,108627.57736624972,0.02585797396405947,-0.009120367347911414,-0.00010117000000001153,fibstop,108627.57736624972,2025,2025
2025-09-03 22:00:00,2025-09-07 03:00:00,-1,111027.49317999999,110693.7417375928,0.002941775200137598,-0.020866965052016073,-0.0005357500000000015,fibstop,110693.7417375928,2025,2025
2025-09-15 14:00:00,2025-09-17 08:00:00,1,115259.81083999999,116643.86881647469,0.01102753762569661,-0.007980325781350129,0.0003806199999999982,fibstop,116643.86881647469,2025,2025
2025-09-24 22:00:00,2025-09-26 16:00:00,-1,111771.34752,109176.2045871301,0.022804050172846934,-0.01627118685023083,-0.00018572999999999507,fibstop,109176.2045871301,2025,2025
2025-10-13 07:00:00,2025-10-15 08:00:00,-1,115291.5,113128.87665106962,0.018027493294478662,-0.004649952511676974,0.0001303799999999855,fibstop,113128.87665106962,2025,2025
2025-10-28 11:00:00,2025-10-29 08:00:00,1,115159.72891999998,112599.66010535462,-0.02286019083808549,-0.027124316367312044,2.9599999999990745e-05,fibstop,112599.66010535462,2025,2025
2025-11-02 17:00:00,2025-11-05 15:00:00,-1,110558.7704,104341.68689882883,0.0561371909336622,-0.001376911116587509,-0.0005039000000000016,fibstop,104341.68689882883,2025,2025
2025-11-07 23:00:00,2025-11-09 03:00:00,-1,102400.59857999999,101985.7303310467,0.0035806540610535276,-0.013013609671030562,-0.00012923000000000795,fibstop,101985.7303310467,2025,2025
2025-11-10 07:00:00,2025-11-12 08:00:00,-1,106667.1604,103182.43415900947,0.03227577729192433,-0.007561273750754161,-0.0002066199999999907,fibstop,103182.43415900947,2025,2025
2025-11-20 12:00:00,2025-11-21 16:00:00,-1,86580.51663999999,83320.67311871203,0.03722895565110184,-0.06835352328292621,-0.00017795000000001004,fibstop,83320.67311871203,2025,2025
2025-11-24 00:00:00,2025-11-28 02:00:00,-1,87082.6,91623.8937845448,-0.0526112472996073,-0.055686210563304125,-0.00013802000000007197,fibstop,91623.8937845448,2025,2025
2025-11-28 16:00:00,2025-11-29 20:00:00,-1,91304.39584,90674.68346655944,0.006304126177527494,-0.011162706358476337,-7.279999999998399e-06,fibstop,90674.68346655944,2025,2025
2025-11-30 17:00:00,2025-12-03 22:00:00,-1,90374.74598,94008.3320373466,-0.040651177860755096,-0.03936889649224981,-0.00015459000000001,fibstop,94008.3320373466,2025,2025
2025-12-08 14:00:00,2025-12-09 11:00:00,-1,90880.19324,93884.5,-0.03355162261327871,-0.009603927202212965,-0.00010626000000002467,flip,93884.5,2025,2025
2025-12-15 00:00:00,2025-12-15 14:00:00,1,89485.50942,85763.2,-0.04218785415115633,-0.016317831003749558,-8.929999999990335e-06,flip,85763.2,2025,2025
2026-01-02 23:00:00,2026-01-03 20:00:00,-1,90100.32346,91099.2,-0.01157524030005555,-0.003947561188921845,-0.00011103000000001195,flip,91099.2,2026,2026
2026-01-07 01:00:00,2026-01-08 05:00:00,1,92743.69178,90818.9031212907,-0.021569629903615453,-0.02359828186688546,0.00021577999999999875,fibstop,90818.9031212907,2026,2026
2026-01-16 02:00:00,2026-01-17 06:00:00,1,95544.44826000002,95234.46422863452,-0.003940936058700923,-0.013710354540279794,9.653999999997831e-05,fibstop,95234.46422863452,2026,2026
2026-01-19 07:00:00,2026-01-20 11:00:00,1,92812.71626,89739.6,-0.033919759791818514,-0.023601467000099668,0.00020881999999999845,flip,89739.6,2026,2026
