combo,ic,wf,net_sharpe,cpcv_p25,dsr,info_sharpe,possibility,deployable
+ 등가중(E3),0.05550911731524497,1.0,0.08250296585411523,-0.2877629348952825,0.10689021854319042,0.9512821071026062,True,False
+ IC가중(정석),0.05951886339605525,1.0,0.2450616552832003,-0.014847007237108092,0.16843718149337084,0.9504939904223916,True,False
− 다이버전스(mom−oi),-0.014100879557510722,0.5,-0.9390306840706338,-1.8596671497748014,0.0012047435021509479,-0.17850502099427634,False,False
÷ 변동성정규화(mom/vol),-0.04071613137671094,0.75,-0.34025971999611343,-0.727698393158356,0.02378584418778887,0.20271975550215962,True,False
÷ oi_z÷|mom|,-0.032510993015315875,0.625,-0.27106755579690095,-0.6066873942059985,0.03184486053950114,0.6388837987188527,True,False
+ 선행top2 IC가중(mom_+oi_z),0.05773568404204631,1.0,0.3157225660117557,-0.31291481396171367,0.2009965163621702,0.978389885316492,True,False
